商品编码	商品名称	商品简称	品牌	品牌编码	分类	年份	季节	重量	生产方式	主题	厂家货号	供应商	外部编码	备注	规格编码	规格名称	自定义编码	长	宽	高	公司名称	市场价	实际售价	财务成本	采购价	销售价	经销价	箱规	自定义属性1	自定义属性2	自定义属性3	自定义属性4	自定义属性5	自定义属性6	自定义属性7	自定义属性8	自定义属性9	自定义属性10	自定义属性11	自定义属性12	自定义属性13	自定义属性14	自定义属性15	自定义属性16	自定义属性17	自定义属性18	自定义属性19	自定义属性20
ACE01007	ACE甲油胶 2.5g	甲油胶130M	ACE	ACE	色胶							北京（ACE)			ACE01007130	ACE甲油胶 2.5g 130M	ACE007130M								62				ACE007130M	130M																		
ACE01007	ACE甲油胶 2.5g	甲油胶131M	ACE	ACE	色胶							北京（ACE)			ACE01007131	ACE甲油胶 2.5g 131M	ACE007131M								62				ACE007131M	131M																		
ACE01007	ACE甲油胶 2.5g	甲油胶132M	ACE	ACE	色胶							北京（ACE)			ACE01007132	ACE甲油胶 2.5g 132M	ACE007132M								62				ACE007132M	132M																		
ACE01007	ACE甲油胶 2.5g	甲油胶133M	ACE	ACE	色胶							北京（ACE)			ACE01007133	ACE甲油胶 2.5g 133M	ACE007133M								62				ACE007133M	133M																		
ACE01007	ACE甲油胶 2.5g	甲油胶134M	ACE	ACE	色胶							北京（ACE)			ACE01007134	ACE甲油胶 2.5g 134M	ACE007134M								62				ACE007134M	134M																		
ACE01007	ACE甲油胶 2.5g	甲油胶135M	ACE	ACE	色胶							北京（ACE)			ACE01007135	ACE甲油胶 2.5g 135M	ACE007135M								62				ACE007135M	135M																		
ACE01007	ACE甲油胶 2.5g	甲油胶136P	ACE	ACE	色胶							北京（ACE)			ACE01007136	ACE甲油胶 2.5g 136P	ACE007136P								62				ACE007136P	136P																		
ACE01007	ACE甲油胶 2.5g	甲油胶137P	ACE	ACE	色胶							北京（ACE)			ACE01007137	ACE甲油胶 2.5g 137P	ACE007137P								62				ACE007137P	137P																		
ACE01007	ACE甲油胶 2.5g	甲油胶138P	ACE	ACE	色胶							北京（ACE)			ACE01007138	ACE甲油胶 2.5g 138P	ACE007138P								62				ACE007138P	138P																		
ACE01007	ACE甲油胶 2.5g	甲油胶139M	ACE	ACE	色胶							北京（ACE)			ACE01007139	ACE甲油胶 2.5g 139M	ACE007139M								62				ACE007139M	139M																		
ACE01007	ACE甲油胶 2.5g	甲油胶140M	ACE	ACE	色胶							北京（ACE)			ACE01007140	ACE甲油胶 2.5g 140M	ACE007140M								62				ACE007140M	140M																		
ACE01007	ACE甲油胶 2.5g	甲油胶141M	ACE	ACE	色胶							北京（ACE)			ACE01007141	ACE甲油胶 2.5g 141M	ACE007141M								62				ACE007141M	141M																		
ACE01007	ACE甲油胶 2.5g	甲油胶142M	ACE	ACE	色胶							北京（ACE)			ACE01007142	ACE甲油胶 2.5g 142M	ACE007142M								62				ACE007142M	142M																		
ACE01007	ACE甲油胶 2.5g	甲油胶143M	ACE	ACE	色胶							北京（ACE)			ACE01007143	ACE甲油胶 2.5g 143M	ACE007143M								62				ACE007143M	143M																		
ACE01007	ACE甲油胶 2.5g	甲油胶144M	ACE	ACE	色胶							北京（ACE)			ACE01007144	ACE甲油胶 2.5g 144M	ACE007144M								62				ACE007144M	144M																		
ACE01007	ACE甲油胶 2.5g	甲油胶145M	ACE	ACE	色胶							北京（ACE)			ACE01007145	ACE甲油胶 2.5g 145M	ACE007145M								62				ACE007145M	145M																		
ACE01007	ACE甲油胶 2.5g	甲油胶146M	ACE	ACE	色胶							北京（ACE)			ACE01007146	ACE甲油胶 2.5g 146M	ACE007146M								62				ACE007146M	146M																		
ACE01007	ACE甲油胶 2.5g	甲油胶147M	ACE	ACE	色胶							北京（ACE)			ACE01007147	ACE甲油胶 2.5g 147M	ACE007147M								62				ACE007147M	147M																		
ACE01007	ACE甲油胶 2.5g	甲油胶148M	ACE	ACE	色胶							北京（ACE)			ACE01007148	ACE甲油胶 2.5g 148M	ACE007148M								62				ACE007148M	148M																		
ACE01007	ACE甲油胶 2.5g	甲油胶149M	ACE	ACE	色胶							北京（ACE)			ACE01007149	ACE甲油胶 2.5g 149M	ACE007149M								62				ACE007149M	149M																		
ACE01007	ACE甲油胶 2.5g	甲油胶150M	ACE	ACE	色胶							北京（ACE)			ACE01007150	ACE甲油胶 2.5g 150M	ACE007150M								62				ACE007150M	150M																		
ACE01007	ACE甲油胶 2.5g	甲油胶151M	ACE	ACE	色胶							北京（ACE)			ACE01007151	ACE甲油胶 2.5g 151M	ACE007151M								62				ACE007151M	151M																		
ACE01007	ACE甲油胶 2.5g	甲油胶152M	ACE	ACE	色胶							北京（ACE)			ACE01007152	ACE甲油胶 2.5g 152M	ACE007152M								62				ACE007152M	152M																		
ACE01007	ACE甲油胶 2.5g	甲油胶153M	ACE	ACE	色胶							北京（ACE)			ACE01007153	ACE甲油胶 2.5g 153M	ACE007153M								62				ACE007153M	153M																		
ACE01007	ACE甲油胶 2.5g	甲油胶154M	ACE	ACE	色胶							北京（ACE)			ACE01007154	ACE甲油胶 2.5g 154M	ACE007154M								62				ACE007154M	154M																		
ACE01007	ACE甲油胶 2.5g	甲油胶155P	ACE	ACE	色胶							北京（ACE)			ACE01007155	ACE甲油胶 2.5g 155P	ACE007155P								62				ACE007155P	155P																		
ACE01007	ACE甲油胶 2.5g	甲油胶155R	ACE	ACE	色胶							北京（ACE)			ACE01007156	ACE甲油胶 2.5g 155R	ACE007155R								62				ACE007155R	155R																		
ACE01007	ACE甲油胶 2.5g	甲油胶156R	ACE	ACE	色胶							北京（ACE)			ACE01007157	ACE甲油胶 2.5g 156R	ACE007156R								62				ACE007156R	156R																		
ACE01007	ACE甲油胶 2.5g	甲油胶157R	ACE	ACE	色胶							北京（ACE)			ACE01007158	ACE甲油胶 2.5g 157R	ACE007157R								62				ACE007157R	157R																		
ACE01007	ACE甲油胶 2.5g	甲油胶158R	ACE	ACE	色胶							北京（ACE)			ACE01007159	ACE甲油胶 2.5g 158R	ACE007158R								62				ACE007158R	158R																		
ACE01007	ACE甲油胶 2.5g	甲油胶159M	ACE	ACE	色胶							北京（ACE)			ACE01007160	ACE甲油胶 2.5g 159M	ACE007159M								62				ACE007159M	159M																		
ACE01007	ACE甲油胶 2.5g	甲油胶160M	ACE	ACE	色胶							北京（ACE)			ACE01007161	ACE甲油胶 2.5g 160M	ACE007160M								62				ACE007160M	160M																		
ACE01007	ACE甲油胶 2.5g	甲油胶161M	ACE	ACE	色胶							北京（ACE)			ACE01007162	ACE甲油胶 2.5g 161M	ACE007161M								62				ACE007161M	161M																		
ACE01007	ACE甲油胶 2.5g	甲油胶162M	ACE	ACE	色胶							北京（ACE)			ACE01007163	ACE甲油胶 2.5g 162M	ACE007162M								62				ACE007162M	162M																		
ACE01007	ACE甲油胶 2.5g	甲油胶163M	ACE	ACE	色胶							北京（ACE)			ACE01007164	ACE甲油胶 2.5g 163M	ACE007163M								62				ACE007163M	163M																		
ACE01007	ACE甲油胶 2.5g	甲油胶164M	ACE	ACE	色胶							北京（ACE)			ACE01007165	ACE甲油胶 2.5g 164M	ACE007164M								62				ACE007164M	164M																		
ACE01007	ACE甲油胶 2.5g	甲油胶165M	ACE	ACE	色胶							北京（ACE)			ACE01007166	ACE甲油胶 2.5g 165M	ACE007165M								62				ACE007165M	165M																		
ACE01007	ACE甲油胶 2.5g	甲油胶166M	ACE	ACE	色胶							北京（ACE)			ACE01007167	ACE甲油胶 2.5g 166M	ACE007166M								62				ACE007166M	166M																		
ACE01007	ACE甲油胶 2.5g	甲油胶167M	ACE	ACE	色胶							北京（ACE)			ACE01007168	ACE甲油胶 2.5g 167M	ACE007167M								62				ACE007167M	167M																		
ACE01007	ACE甲油胶 2.5g	甲油胶168M	ACE	ACE	色胶							北京（ACE)			ACE01007169	ACE甲油胶 2.5g 168M	ACE007168M								62				ACE007168M	168M																		
ACE01007	ACE甲油胶 2.5g	甲油胶169M	ACE	ACE	色胶							北京（ACE)			ACE01007170	ACE甲油胶 2.5g 169M	ACE007169M								62				ACE007169M	169M																		
ACE01007	ACE甲油胶 2.5g	甲油胶170M	ACE	ACE	色胶							北京（ACE)			ACE01007171	ACE甲油胶 2.5g 170M	ACE007170M								62				ACE007170M	170M																		
ACE01007	ACE甲油胶 2.5g	甲油胶171M	ACE	ACE	色胶							北京（ACE)			ACE01007172	ACE甲油胶 2.5g 171M	ACE007171M								62				ACE007171M	171M																		
ACE01007	ACE甲油胶 2.5g	甲油胶172M	ACE	ACE	色胶							北京（ACE)			ACE01007173	ACE甲油胶 2.5g 172M	ACE007172M								62				ACE007172M	172M																		
ACE01007	ACE甲油胶 2.5g	甲油胶173M	ACE	ACE	色胶							北京（ACE)			ACE01007174	ACE甲油胶 2.5g 173M	ACE007173M								62				ACE007173M	173M																		
ACE01007	ACE甲油胶 2.5g	甲油胶174M	ACE	ACE	色胶							北京（ACE)			ACE01007175	ACE甲油胶 2.5g 174M	ACE007174M								62				ACE007174M	174M																		
ACE01007	ACE甲油胶 2.5g	甲油胶175M	ACE	ACE	色胶							北京（ACE)			ACE01007176	ACE甲油胶 2.5g 175M	ACE007175M								62				ACE007175M	175M																		
ACE01007	ACE甲油胶 2.5g	甲油胶176M	ACE	ACE	色胶							北京（ACE)			ACE01007177	ACE甲油胶 2.5g 176M	ACE007176M								62				ACE007176M	176M																		
ACE01007	ACE甲油胶 2.5g	甲油胶177M	ACE	ACE	色胶							北京（ACE)			ACE01007178	ACE甲油胶 2.5g 177M	ACE007177M								62				ACE007177M	177M																		
ACE01007	ACE甲油胶 2.5g	甲油胶178M	ACE	ACE	色胶							北京（ACE)			ACE01007179	ACE甲油胶 2.5g 178M	ACE007178M								62				ACE007178M	178M																		
ACE01007	ACE甲油胶 2.5g	甲油胶179M	ACE	ACE	色胶							北京（ACE)			ACE01007180	ACE甲油胶 2.5g 179M	ACE007179M								62				ACE007179M	179M																		
ACE01007	ACE甲油胶 2.5g	甲油胶180M	ACE	ACE	色胶							北京（ACE)			ACE01007181	ACE甲油胶 2.5g 180M	ACE007180M								62				ACE007180M	180M																		
ACE01007	ACE甲油胶 2.5g	甲油胶181M	ACE	ACE	色胶							北京（ACE)			ACE01007182	ACE甲油胶 2.5g 181M	ACE007181M								62				ACE007181M	181M																		
ACE01007	ACE甲油胶 2.5g	甲油胶182M	ACE	ACE	色胶							北京（ACE)			ACE01007183	ACE甲油胶 2.5g 182M	ACE007182M								62				ACE007182M	182M																		
ACE01007	ACE甲油胶 2.5g	甲油胶183M	ACE	ACE	色胶							北京（ACE)			ACE01007184	ACE甲油胶 2.5g 183M	ACE007183M								62				ACE007183M	183M																		
ACE01007	ACE甲油胶 2.5g	甲油胶184M	ACE	ACE	色胶							北京（ACE)			ACE01007185	ACE甲油胶 2.5g 184M	ACE007184M								62				ACE007184M	184M																		
ACE01007	ACE甲油胶 2.5g	甲油胶185M	ACE	ACE	色胶							北京（ACE)			ACE01007186	ACE甲油胶 2.5g 185M	ACE007185M								62				ACE007185M	185M																		
ACE01007	ACE甲油胶 2.5g	甲油胶186M	ACE	ACE	色胶							北京（ACE)			ACE01007187	ACE甲油胶 2.5g 186M	ACE007186M								62				ACE007186M	186M																		
ACE01007	ACE甲油胶 2.5g	甲油胶187M	ACE	ACE	色胶							北京（ACE)			ACE01007188	ACE甲油胶 2.5g 187M	ACE007187M								62				ACE007187M	187M																		
ACE01007	ACE甲油胶 2.5g	甲油胶188M	ACE	ACE	色胶							北京（ACE)			ACE01007189	ACE甲油胶 2.5g 188M	ACE007188M								62				ACE007188M	188M																		
ACE01007	ACE甲油胶 2.5g	甲油胶189M	ACE	ACE	色胶							北京（ACE)			ACE01007190	ACE甲油胶 2.5g 189M	ACE007189M								62				ACE007189M	189M																		
ACE01007	ACE甲油胶 2.5g	甲油胶190M	ACE	ACE	色胶							北京（ACE)			ACE01007191	ACE甲油胶 2.5g 190M	ACE007190M								62				ACE007190M	190M																		
ACE01007	ACE甲油胶 2.5g	甲油胶191M	ACE	ACE	色胶							北京（ACE)			ACE01007192	ACE甲油胶 2.5g 191M	ACE007191M								62				ACE007191M	191M																		
ACE01007	ACE甲油胶 2.5g	甲油胶192M	ACE	ACE	色胶							北京（ACE)			ACE01007193	ACE甲油胶 2.5g 192M	ACE007192M								62				ACE007192M	192M																		
ACE01007	ACE甲油胶 2.5g	甲油胶193M	ACE	ACE	色胶							北京（ACE)			ACE01007194	ACE甲油胶 2.5g 193M	ACE007193M								62				ACE007193M	193M																		
ACE01007	ACE甲油胶 2.5g	甲油胶194R	ACE	ACE	色胶							北京（ACE)			ACE01007195	ACE甲油胶 2.5g 194R	ACE007194R								62				ACE007194R	194R																		
ACE01007	ACE甲油胶 2.5g	甲油胶195R	ACE	ACE	色胶							北京（ACE)			ACE01007196	ACE甲油胶 2.5g 195R	ACE007195R								62				ACE007195R	195R																		
ACE01007	ACE甲油胶 2.5g	甲油胶196P	ACE	ACE	色胶							北京（ACE)			ACE01007197	ACE甲油胶 2.5g 196P	ACE007196P								62				ACE007196P	196P																		
ACE01007	ACE甲油胶 2.5g	甲油胶197P	ACE	ACE	色胶							北京（ACE)			ACE01007198	ACE甲油胶 2.5g 197P	ACE007197P								62				ACE007197P	197P																		
ACE01007	ACE甲油胶 2.5g	甲油胶198P	ACE	ACE	色胶							北京（ACE)			ACE01007199	ACE甲油胶 2.5g 198P	ACE007198P								62				ACE007198P	198P																		
ACE01007	ACE甲油胶 2.5g	甲油胶199P	ACE	ACE	色胶							北京（ACE)			ACE01007200	ACE甲油胶 2.5g 199P	ACE007199P								62				ACE007199P	199P																		
ACE01007	ACE甲油胶 2.5g	甲油胶200R	ACE	ACE	色胶							北京（ACE)			ACE01007201	ACE甲油胶 2.5g 200R	ACE007200R								62				ACE007200R	200R																		
ACE01007	ACE甲油胶 2.5g	甲油胶201M	ACE	ACE	色胶							北京（ACE)			ACE01007202	ACE甲油胶 2.5g 201M	ACE007201M								62				ACE007201M	201M																		
ACE01007	ACE甲油胶 2.5g	甲油胶201R	ACE	ACE	色胶							北京（ACE)			ACE01007203	ACE甲油胶 2.5g 201R	ACE007201R								62				ACE007201R	201R																		
ACE01007	ACE甲油胶 2.5g	甲油胶202M	ACE	ACE	色胶							北京（ACE)			ACE01007204	ACE甲油胶 2.5g 202M	ACE007202M								62				ACE007202M	202M																		
ACE01007	ACE甲油胶 2.5g	甲油胶203M	ACE	ACE	色胶							北京（ACE)			ACE01007205	ACE甲油胶 2.5g 203M	ACE007203M								62				ACE007203M	203M																		
ACE01007	ACE甲油胶 2.5g	甲油胶204M	ACE	ACE	色胶							北京（ACE)			ACE01007206	ACE甲油胶 2.5g 204M	ACE007204M								62				ACE007204M	204M																		
ACE01007	ACE甲油胶 2.5g	甲油胶205P	ACE	ACE	色胶							北京（ACE)			ACE01007207	ACE甲油胶 2.5g 205P	ACE007205P								62				ACE007205P	205P																		
ACE01007	ACE甲油胶 2.5g	甲油胶206P	ACE	ACE	色胶							北京（ACE)			ACE01007208	ACE甲油胶 2.5g 206P	ACE007206P								62				ACE007206P	206P																		
ACE01007	ACE甲油胶 2.5g	甲油胶207P	ACE	ACE	色胶							北京（ACE)			ACE01007209	ACE甲油胶 2.5g 207P	ACE007207P								62				ACE007207P	207P																		
ACE01007	ACE甲油胶 2.5g	甲油胶208P	ACE	ACE	色胶							北京（ACE)			ACE01007210	ACE甲油胶 2.5g 208P	ACE007208P								62				ACE007208P	208P																		
ACE01007	ACE甲油胶 2.5g	甲油胶209P	ACE	ACE	色胶							北京（ACE)			ACE01007211	ACE甲油胶 2.5g 209P	ACE007209P								62				ACE007209P	209P																		
ACE01007	ACE甲油胶 2.5g	甲油胶210RP	ACE	ACE	色胶							北京（ACE)			ACE01007212	ACE甲油胶 2.5g 210RP	ACE007210RP								62				ACE007210RP	210RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶211RP	ACE	ACE	色胶							北京（ACE)			ACE01007213	ACE甲油胶 2.5g 211RP	ACE007211RP								62				ACE007211RP	211RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶212RP	ACE	ACE	色胶							北京（ACE)			ACE01007214	ACE甲油胶 2.5g 212RP	ACE007212RP								62				ACE007212RP	212RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶213RP	ACE	ACE	色胶							北京（ACE)			ACE01007215	ACE甲油胶 2.5g 213RP	ACE007213RP								62				ACE007213RP	213RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶214RP	ACE	ACE	色胶							北京（ACE)			ACE01007216	ACE甲油胶 2.5g 214RP	ACE007214RP								62				ACE007214RP	214RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶215RP	ACE	ACE	色胶							北京（ACE)			ACE01007217	ACE甲油胶 2.5g 215RP	ACE007215RP								62				ACE007215RP	215RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶216RP	ACE	ACE	色胶							北京（ACE)			ACE01007218	ACE甲油胶 2.5g 216RP	ACE007216RP								62				ACE007216RP	216RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶217RP	ACE	ACE	色胶							北京（ACE)			ACE01007219	ACE甲油胶 2.5g 217RP	ACE007217RP								62				ACE007217RP	217RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶218RP	ACE	ACE	色胶							北京（ACE)			ACE01007220	ACE甲油胶 2.5g 218RP	ACE007218RP								62				ACE007218RP	218RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶219RP	ACE	ACE	色胶							北京（ACE)			ACE01007221	ACE甲油胶 2.5g 219RP	ACE007219RP								62				ACE007219RP	219RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶220RP	ACE	ACE	色胶							北京（ACE)			ACE01007222	ACE甲油胶 2.5g 220RP	ACE007220RP								62				ACE007220RP	220RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶221RP	ACE	ACE	色胶							北京（ACE)			ACE01007223	ACE甲油胶 2.5g 221RP	ACE007221RP								62				ACE007221RP	221RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶222RP	ACE	ACE	色胶							北京（ACE)			ACE01007224	ACE甲油胶 2.5g 222RP	ACE007222RP								62				ACE007222RP	222RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶223RP	ACE	ACE	色胶							北京（ACE)			ACE01007225	ACE甲油胶 2.5g 223RP	ACE007223RP								62				ACE007223RP	223RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶224RP	ACE	ACE	色胶							北京（ACE)			ACE01007226	ACE甲油胶 2.5g 224RP	ACE007224RP								62				ACE007224RP	224RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶225RP	ACE	ACE	色胶							北京（ACE)			ACE01007227	ACE甲油胶 2.5g 225RP	ACE007225RP								62				ACE007225RP	225RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶226RP	ACE	ACE	色胶							北京（ACE)			ACE01007228	ACE甲油胶 2.5g 226RP	ACE007226RP								62				ACE007226RP	226RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶227RP	ACE	ACE	色胶							北京（ACE)			ACE01007229	ACE甲油胶 2.5g 227RP	ACE007227RP								62				ACE007227RP	227RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶228RP	ACE	ACE	色胶							北京（ACE)			ACE01007230	ACE甲油胶 2.5g 228RP	ACE007228RP								62				ACE007228RP	228RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶229RP	ACE	ACE	色胶							北京（ACE)			ACE01007231	ACE甲油胶 2.5g 229RP	ACE007229RP								62				ACE007229RP	229RP																		
ACE01007	ACE甲油胶 2.5g	甲油胶230M	ACE	ACE	色胶							北京（ACE)			ACE01007232	ACE甲油胶 2.5g 230M	ACE007230M								62				ACE007230M	230M																		
ACE01007	ACE甲油胶 2.5g	甲油胶231M	ACE	ACE	色胶							北京（ACE)			ACE01007233	ACE甲油胶 2.5g 231M	ACE007231M								62				ACE007231M	231M																		
ACE01007	ACE甲油胶 2.5g	甲油胶232M	ACE	ACE	色胶							北京（ACE)			ACE01007234	ACE甲油胶 2.5g 232M	ACE007232M								62				ACE007232M	232M																		
ACE01007	ACE甲油胶 2.5g	甲油胶233M	ACE	ACE	色胶							北京（ACE)			ACE01007235	ACE甲油胶 2.5g 233M	ACE007233M								62				ACE007233M	233M																		
ACE01007	ACE甲油胶 2.5g	甲油胶234M	ACE	ACE	色胶							北京（ACE)			ACE01007236	ACE甲油胶 2.5g 234M	ACE007234M								62				ACE007234M	234M																		
ACE01007	ACE甲油胶 2.5g	甲油胶235M	ACE	ACE	色胶							北京（ACE)			ACE01007237	ACE甲油胶 2.5g 235M	ACE007235M								62				ACE007235M	235M																		
ACE01007	ACE甲油胶 2.5g	甲油胶236M	ACE	ACE	色胶							北京（ACE)			ACE01007238	ACE甲油胶 2.5g 236M	ACE007236M								62				ACE007236M	236M																		
ACE01007	ACE甲油胶 2.5g	甲油胶237M	ACE	ACE	色胶							北京（ACE)			ACE01007239	ACE甲油胶 2.5g 237M	ACE007237M								62				ACE007237M	237M																		
ACE01007	ACE甲油胶 2.5g	甲油胶238M	ACE	ACE	色胶							北京（ACE)			ACE01007240	ACE甲油胶 2.5g 238M	ACE007238M								62				ACE007238M	238M																		
ACE01007	ACE甲油胶 2.5g	甲油胶239M	ACE	ACE	色胶							北京（ACE)			ACE01007241	ACE甲油胶 2.5g 239M	ACE007239M								62				ACE007239M	239M																		
ACE01007	ACE甲油胶 2.5g	甲油胶240M	ACE	ACE	色胶							北京（ACE)			ACE01007242	ACE甲油胶 2.5g 240M	ACE007240M								62				ACE007240M	240M																		
